ID,Original_ID,Common_name,SMILES,Standardise_SMILES,Value,Unit,Endpoint,Standardized_Value,Standardized_Endpoint,Assay,Description,Link,Source Type,Source,Citation,Publish_Year,Macrocycle_Ring_Size,Macrocycle_Free_Amide_Count,Macrocycle_Substituted_Amide_Count,Macrocycle_Overall_Amide_Count,Macrocycle_Core_smiles,Macrocycle_Peripheral_smiles,Free_Amide_Ratio,Amide_Ratio,Num_Rings,Num_Aromatic_Rings,cLogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_Heavy_Atoms,Num_Carbon_Atoms,Fraction_SP3_Carbons,TPSA,Num_Rotatable_Bonds,Kier_index,InchiKey
MC-3753,HU9-007,    ,O=C(N[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3cc4ocnc4cc3)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(C)C)C(=O)OC1)CSC2)c1cc2ocnc2cc1,CC(C)[C@H]1C(=O)OC[C@@H](NC(=O)c2ccc3ncoc3c2)C(=O)N[C@@H](C)C(=O)N(C)[C@H]2CSC[C@@H](C(=O)N1C)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1ccc3ncoc3c1)COC(=O)[C@H](C(C)C)N(C)C2=O,0.004,10^-6 cm/s,Papp,-8.444,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,17,2,1,3,C1CNCCNCCSCCCNCCOC1,CC1NC(=O)CCSCC(C=O)N(C)C(=O)C(C)NC(=O)CCOC1=O,0.353,0.53,6,4,0.342,1033.131,17,4,73,48,0.5,302.3,6,17.493,HRUIJUSBABBQAA-GEMJLGLKSA-N
MC-3754,HU9-008,    ,O=C(N[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3c(O)cc4c(n3)cccc4)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(C)C)C(=O)OC1)CSC2)c1c(O)cc2c(n1)cccc2,CC(C)[C@H]1C(=O)OC[C@@H](NC(=O)c2nc3ccccc3cc2O)C(=O)N[C@@H](C)C(=O)N(C)[C@H]2CSC[C@@H](C(=O)N1C)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1nc3ccccc3cc1O)COC(=O)[C@H](C(C)C)N(C)C2=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,17,2,1,3,C1CNCCNCCSCCCNCCOC1,CC1NC(=O)CCSCC(C=O)N(C)C(=O)C(C)NC(=O)CCOC1=O,0.353,0.53,6,4,0.567,1085.207,17,6,77,52,0.462,316.48,6,18.674,FWTYYWFANNCACL-KOPQPNPPSA-N
MC-3755,HU9-009,    ,O=C(N[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3nc4c(nc3)cccc4)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(C)C)C(=O)OC1)CSC2)c1nc2c(nc1)cccc2,CC(C)[C@H]1C(=O)OC[C@@H](NC(=O)c2cnc3ccccc3n2)C(=O)N[C@@H](C)C(=O)N(C)[C@H]2CSC[C@@H](C(=O)N1C)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1cnc3ccccc3n1)COC(=O)[C@H](C(C)C)N(C)C2=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,17,2,1,3,C1CNCCNCCSCCCNCCOC1,CC1NC(=O)CCSCC(C=O)N(C)C(=O)C(C)NC(=O)CCOC1=O,0.353,0.53,6,4,-0.054,1055.185,17,4,75,50,0.48,301.8,6,18.422,NCDJAHFUHTUBKR-IITWSDOJSA-N
MC-3756,HU9-010,    ,O=C(N[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3cc4c([nH]cc4)cc3)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(C)C)C(=O)OC1)CSC2)c1cc2c([nH]cc2)cc1,CC(C)[C@H]1C(=O)OC[C@@H](NC(=O)c2ccc3[nH]ccc3c2)C(=O)N[C@@H](C)C(=O)N(C)[C@H]2CSC[C@@H](C(=O)N1C)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1ccc3[nH]ccc3c1)COC(=O)[C@H](C(C)C)N(C)C2=O,0.015,10^-6 cm/s,Papp,-7.824,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,17,2,1,3,C1CNCCNCCSCCCNCCOC1,CC1NC(=O)CCSCC(C=O)N(C)C(=O)C(C)NC(=O)CCOC1=O,0.353,0.53,6,4,1.022,1029.187,13,6,73,50,0.48,281.82,6,17.606,QSRASNBFEZHNPG-IITWSDOJSA-N
MC-3757,HU9-022,    ,O=C(OCc1ccccc1)N[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)OCc3ccccc3)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(C)C)C(=O)OC1)C[SH0](=O)C2,O=C(OCc1ccccc1)N[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)OCc3ccccc3)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(C)C)C(=O)OC1)C[SH0](=O)C2,0.003,10^-6 cm/s,Papp,-8.481,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,17,1,2,3,C1CNCCNCCSCCCNCCOC1,CC1NC(=O)CCOC(=O)C(C)N(C)C(=O)CCS(=O)CC(C=O)N(C)C1=O,0.176470588,0.529411765,4,2,0.0681,1027.164,15,4,72,48,0.541666667,285.77,8,21.0483888,AZESZWVOBFOWKH-XUKIQTGXSA-N
MC-3758,HU9-012,    ,O=C(N[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3nc4c(nc3)cccc4)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(C)C)C(=O)OC1)CS(=O)C2)c1nc2c(nc1)cccc2,O=C(N[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3nc4c(nc3)cccc4)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(C)C)C(=O)OC1)CS(=O)C2)c1nc2c(nc1)cccc2,0.005,10^-6 cm/s,Papp,-8.328,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,17,1,2,3,C1CNCCNCCSCCCNCCOC1,CC1NC(=O)CCOC(=O)C(C)N(C)C(=O)CCS(=O)CC(C=O)N(C)C1=O,0.176470588,0.529411765,6,4,-1.0383,1071.184,17,4,76,50,0.48,318.87,6,18.48991643,DJFFHNDSVDIPPR-IITWSDOJSA-N
MC-3759,HU9-013,    ,O=C(N[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3cc4[nH]ccc4cc3)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(C)C)C(=O)OC1)CSC2)c1cc2[nH]ccc2cc1,CC(C)[C@H]1C(=O)OC[C@@H](NC(=O)c2ccc3cc[nH]c3c2)C(=O)N[C@@H](C)C(=O)N(C)[C@H]2CSC[C@@H](C(=O)N1C)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1ccc3cc[nH]c3c1)COC(=O)[C@H](C(C)C)N(C)C2=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,17,2,1,3,C1CNCCNCCSCCCNCCOC1,CC1NC(=O)CCSCC(C=O)N(C)C(=O)C(C)NC(=O)CCOC1=O,0.353,0.53,6,4,1.022,1029.187,13,6,73,50,0.48,281.82,6,17.606,DWVWHAOAUVQYEE-IITWSDOJSA-N
MC-3760,HU9-014,    ,O=C(N[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3c4c([nH]cc4)ccc3)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(C)C)C(=O)OC1)CSC2)c1c2c([nH]cc2)ccc1,CC(C)[C@H]1C(=O)OC[C@@H](NC(=O)c2cccc3[nH]ccc23)C(=O)N[C@@H](C)C(=O)N(C)[C@H]2CSC[C@@H](C(=O)N1C)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1cccc3[nH]ccc13)COC(=O)[C@H](C(C)C)N(C)C2=O,0.003,10^-6 cm/s,Papp,-8.495,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,17,2,1,3,C1CNCCNCCSCCCNCCOC1,CC1NC(=O)CCSCC(C=O)N(C)C(=O)C(C)NC(=O)CCOC1=O,0.353,0.53,6,4,1.022,1029.187,13,6,73,50,0.48,281.82,6,17.606,PQTOMMTYJINWTK-IITWSDOJSA-N
MC-3761,HU9-015,    ,O=C(N[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3nccnc3)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(C)C)C(=O)OC1)CSC2)c1nccnc1,CC(C)[C@H]1C(=O)OC[C@@H](NC(=O)c2cnccn2)C(=O)N[C@@H](C)C(=O)N(C)[C@H]2CSC[C@@H](C(=O)N1C)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1cnccn1)COC(=O)[C@H](C(C)C)N(C)C2=O,0.004,10^-6 cm/s,Papp,-8.398,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,17,2,1,3,C1CNCCNCCSCCCNCCOC1,CC1NC(=O)CCSCC(C=O)N(C)C(=O)C(C)NC(=O)CCOC1=O,0.353,0.53,4,2,-2.36,955.065,17,4,67,42,0.571,301.8,6,18.606,ZCQUBOINODOFTK-FJBHWWKGSA-N
MC-3762,HU9-016,    ,S(CC)[C@@H]1SC[C@@H]2N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c3nc4c(nc3)cccc4)COC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1nc3c(nc1)cccc3)COC(=O)[C@H](C(C)C)N(C)C2=O,CCS[C@@H]1SC[C@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3cnc4ccccc4n3)C(=O)N[C@@H](C)C(=O)N(C)[C@@H]1C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c1cnc3ccccc3n1)C(=O)N[C@@H](C)C(=O)N2C,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,17,1,2,3,C1CNCCNCCSCCCNCCOC1,CC1NC(=O)CCOC(=O)C(C)N(C)C(=O)CCSC(S)C(C=O)N(C)C1=O,0.177,0.53,6,4,1.025,1115.306,18,4,78,52,0.5,301.8,8,20.107,KDOJRWGFSQNPFO-WMKWVRRPSA-N
MC-3763,HU9-017,    ,O=C(N[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3oc4c(c3)cccc4)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(C)C)C(=O)OC1)CSC2)c1oc2c(c1)cccc2,CC(C)[C@H]1C(=O)OC[C@@H](NC(=O)c2cc3ccccc3o2)C(=O)N[C@@H](C)C(=O)N(C)[C@H]2CSC[C@@H](C(=O)N1C)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1cc3ccccc3o1)COC(=O)[C@H](C(C)C)N(C)C2=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,17,2,1,3,C1CNCCNCCSCCCNCCOC1,CC1NC(=O)CCSCC(C=O)N(C)C(=O)C(C)NC(=O)CCOC1=O,0.353,0.53,6,4,1.552,1031.155,15,4,73,50,0.48,276.52,6,17.606,MIESRIGAVBTHNL-YTCJFTBYSA-N
MC-3764,HU9-018,    ,S(C)[C@@H]1SC[C@@H]2N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c3nc4c(nc3)cccc4)COC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1nc3c(nc1)cccc3)COC(=O)[C@H](C(C)C)N(C)C2=O,CS[C@@H]1SC[C@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3cnc4ccccc4n3)C(=O)N[C@@H](C)C(=O)N(C)[C@@H]1C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c1cnc3ccccc3n1)C(=O)N[C@@H](C)C(=O)N2C,0.2,10^-6 cm/s,Papp,-6.699,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,17,1,2,3,C1CNCCNCCSCCCNCCOC1,CC1NC(=O)CCOC(=O)C(C)N(C)C(=O)CCSC(S)C(C=O)N(C)C1=O,0.177,0.53,6,4,0.635,1101.279,18,4,77,51,0.49,301.8,7,19.521,AUJXLBOHYWTPFV-GZDFGHDKSA-N
MC-3765,HU9-019,    ,O=C(N[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3c4c(sc3)cccc4)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(C)C)C(=O)OC1)CSC2)c1c2c(sc1)cccc2,CC(C)[C@H]1C(=O)OC[C@@H](NC(=O)c2csc3ccccc23)C(=O)N[C@@H](C)C(=O)N(C)[C@H]2CSC[C@@H](C(=O)N1C)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1csc3ccccc13)COC(=O)[C@H](C(C)C)N(C)C2=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,17,2,1,3,C1CNCCNCCSCCCNCCOC1,CC1NC(=O)CCSCC(C=O)N(C)C(=O)C(C)NC(=O)CCOC1=O,0.353,0.53,6,4,2.489,1063.291,15,4,73,50,0.48,250.24,6,18.292,IVYRQSWQYGZCDM-NEFHVEOBSA-N
MC-3766,HU9-020,    ,O=C(N[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3ccc(C(=O)c4ccccc4)cc3)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(C)C)C(=O)OC1)CSC2)c1ccc(C(=O)c2ccccc2)cc1,CC(C)[C@H]1C(=O)OC[C@@H](NC(=O)c2ccc(C(=O)c3ccccc3)cc2)C(=O)N[C@@H](C)C(=O)N(C)[C@H]2CSC[C@@H](C(=O)N1C)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1ccc(C(=O)c3ccccc3)cc1)COC(=O)[C@H](C(C)C)N(C)C2=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,17,2,1,3,C1CNCCNCCSCCCNCCOC1,CC1NC(=O)CCSCC(C=O)N(C)C(=O)C(C)NC(=O)CCOC1=O,0.353,0.53,6,4,2.522,1159.329,15,4,83,60,0.4,284.38,10,21.641,NGRXKYGCNFHCCC-YOUAZNCOSA-N
MC-3767,HU9-021,    ,O=C(N[C@H]1C(=O)N[C@@H](C)C(=O)N(C)[C@@H]2C(=O)N(C)[C@@H](C(C)C)C(=O)OC[C@@H](NC(=O)c3nc4c(nc3)cccc4)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](C(C)C)C(=O)OC1)CSSC2)c1nc2c(nc1)cccc2,CC(C)[C@H]1C(=O)OC[C@@H](NC(=O)c2cnc3ccccc3n2)C(=O)N[C@@H](C)C(=O)N(C)[C@H]2CSSC[C@@H](C(=O)N1C)N(C)C(=O)[C@H](C)NC(=O)[C@H](NC(=O)c1cnc3ccccc3n1)COC(=O)[C@H](C(C)C)N(C)C2=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,18,2,1,3,C1CNCCNCCSSCCCNCCOC1,CC1NC(=O)CCSSCC(C=O)N(C)C(=O)C(C)NC(=O)CCOC1=O,0.333,0.5,6,4,0.594,1087.252,18,4,76,50,0.48,301.8,6,19.292,GULVULFEAVZHHC-IITWSDOJSA-N
MC-3768,HU9-023,    ,Clc1ccc(C[C@H](NC(=O)CCCCCCCCC)C(=O)N[C@@H]\2C(=O)N[C@@H](C(C)C)/C=C/C(=O)NCC/C=C/2)cc1,CCCCCCCCCC(=O)N[C@@H](Cc1ccc(Cl)cc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,12,2,0,2,C1=CCCNCC=CCNCC1,CC1C=CC(=O)NCCC=CCC(=O)N1,0.5,0.5,2,1,4.766,587.205,4,4,41,32,0.563,116.4,14,15.852,OISGPSDYLLMHFS-KAKVLOAGSA-N
MC-3769,HU9-024,    ,O=C(N[C@@H]\1C(=O)N[C@@H](C(C)C)/C=C/C(=O)NCC/C=C/1)[C@@H](NC(=O)CCCCCC)Cc1ccccc1,CCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,0.23,10^-6 cm/s,Papp,-6.638,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,12,2,0,2,C1=CCCNCC=CCNCC1,CC1C=CC(=O)NCCC=CCC(=O)N1,0.5,0.5,2,1,2.942,510.679,4,4,37,29,0.517,116.4,11,13.171,LSVWIKSXAIYDNN-NJRVOHQNSA-N
MC-3770,HU9-025,    ,O=C(N[C@@H]\1C(=O)N[C@@H](C(C)C)/C=C/C(=O)NCC/C=C/1)[C@@H](NC(=O)CCCCCCC)Cc1ccccc1,CCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,0.18,10^-6 cm/s,Papp,-6.745,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,12,2,0,2,C1=CCCNCC=CCNCC1,CC1C=CC(=O)NCCC=CCC(=O)N1,0.5,0.5,2,1,3.332,524.706,4,4,38,30,0.533,116.4,12,13.907,HPPNKUDITDXNHG-OYFZRIFASA-N
MC-3771,HU9-026,    ,O=C(N[C@@H]\1C(=O)N[C@@H](C(C)C)/C=C/C(=O)NCC/C=C/1)[C@@H](NC(=O)CCCCCCCC)Cc1ccccc1,CCCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,0.36,10^-6 cm/s,Papp,-6.444,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,12,2,0,2,C1=CCCNCC=CCNCC1,CC1C=CC(=O)NCCC=CCC(=O)N1,0.5,0.5,2,1,3.722,538.733,4,4,39,31,0.548,116.4,13,14.652,VNBKNMHBWZQBGT-KTUKFSSMSA-N
MC-3772,HU9-027,    ,O=C(CCCCCCCCC)N1[C@](C(=O)N[C@@H]\2C(=O)N[C@@H](C(C)C)/C=C/C(=O)NCC/C=C/2)(Cc2ccccc2)CCC1,CCCCCCCCCC(=O)N1CCC[C@]1(Cc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,12,2,0,2,C1=CCCNCC=CCNCC1,CC1C=CC(=O)NCCC=CCC(=O)N1,0.5,0.5,3,1,4.989,592.825,4,3,43,35,0.6,107.61,13,13.977,CFZJYOUKLAJCMM-POWDOBCOSA-N
MC-3773,HU9-028,    ,O=C(N[C@@H]\1C(=O)N[C@@H](C(C)C)/C=C/C(=O)NCC/C=C/1)[C@@H](NC(=O)CCCCCCCCC)CCc1ccccc1,CCCCCCCCCC(=O)N[C@@H](CCc1ccccc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,12,2,0,2,C1=CCCNCC=CCNCC1,CC1C=CC(=O)NCCC=CCC(=O)N1,0.5,0.5,2,1,4.503,566.787,4,4,41,33,0.576,116.4,15,16.169,QJECGPJPNSPMSV-CBRKDUQBSA-N
MC-3774,HU9-029,    ,O=C(N[C@@H]\1C(=O)N[C@@H](C(C)C)/C=C/C(=O)NCC/C=C/1)[C@@H](NC(=O)CCCCCCCCC)Cc1c(C)cccc1,CCCCCCCCCC(=O)N[C@@H](Cc1ccccc1C)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,12,2,0,2,C1=CCCNCC=CCNCC1,CC1C=CC(=O)NCCC=CCC(=O)N1,0.5,0.5,2,1,4.421,566.787,4,4,41,33,0.576,116.4,14,15.523,JMQSSETWKZWLSR-JKCTWXIWSA-N
MC-3775,HU9-030,    ,O=C(N[C@@H]\1C(=O)N[C@@H](C(C)C)/C=C/C(=O)NCC/C=C/1)[C@@H](NC(=O)CCCCCCCCC)Cc1cc(C)ccc1,CCCCCCCCCC(=O)N[C@@H](Cc1cccc(C)c1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,12,2,0,2,C1=CCCNCC=CCNCC1,CC1C=CC(=O)NCCC=CCC(=O)N1,0.5,0.5,2,1,4.421,566.787,4,4,41,33,0.576,116.4,14,15.523,JNJWLPFROPSONR-RXQANUKVSA-N
MC-3776,HU9-031,    ,O=C(N[C@@H]\1C(=O)N[C@@H](C(C)C)/C=C/C(=O)NCC/C=C/1)[C@@H](NC(=O)CCCCCCCCC)Cc1ccc(C)cc1,CCCCCCCCCC(=O)N[C@@H](Cc1ccc(C)cc1)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,12,2,0,2,C1=CCCNCC=CCNCC1,CC1C=CC(=O)NCCC=CCC(=O)N1,0.5,0.5,2,1,4.421,566.787,4,4,41,33,0.576,116.4,14,15.523,LAEQOAABEVUFLU-QTCLVSQDSA-N
MC-3777,HU9-032,    ,Fc1c(C[C@H](NC(=O)CCCCCCCCC)C(=O)N[C@@H]\2C(=O)N[C@@H](C(C)C)/C=C/C(=O)NCC/C=C/2)cccc1,CCCCCCCCCC(=O)N[C@@H](Cc1ccccc1F)C(=O)N[C@H]1/C=C/CCNC(=O)/C=C/[C@H](C(C)C)NC1=O,0,10^-6 cm/s,Papp,-9999,Log Papp,PAMPA,PAMPA_Analysis: LC-MS/MS,https://doi.org/10.1016/j.bmcl.2021.127847,Journals,10.1016/j.bmcl.2021.127847,"(Miyachi et al., 2021)",2021,12,2,0,2,C1=CCCNCC=CCNCC1,CC1C=CC(=O)NCCC=CCC(=O)N1,0.5,0.5,2,1,4.252,570.75,4,4,41,32,0.563,116.4,14,15.444,FSCUTVRWNVTXDU-RHYWSOMKSA-N
